File Name: not saved
Channel 2: 'Channel 2', 52450 values, raw ADC, no filters.
Channel 3: 'Channel 3', 52450 values, raw ADC, no filters.
Channel 4: 'Channel 4', 52450 values, raw ADC, no filters.

-10	-9	-25
17	24	-23
40	53	-20
58	75	-23
66	85	-23
65	85	-25
56	72	-22
37	49	-18
14	20	-19
-13	-15	-17
-39	-46	-19
-59	-74	-21
-74	-92	-26
-77	-95	-26
-68	-85	-25
-52	-61	-27
-27	-32	-20
-1	1	-24
25	33	-22
46	61	-21
61	78	-22
68	85	-21
64	81	-23
52	64	-19
31	38	-14
7	4	-10
-20	-29	-23
-43	-60	-28
-62	-82	-25
-71	-93	-29
-71	-92	-24
-61	-79	-28
-44	-54	-28
-21	-23	-28
8	11	-31
32	41	-28
53	68	-27
66	84	-21
69	87	-21
61	77	-20
44	57	-21
23	28	-19
-3	-5	-16
-28	-37	-24
-50	-64	-25
-65	-84	-25
-74	-93	-26
-71	-89	-24
-57	-70	-30
-38	-44	-24
-12	-11	-19
16	23	-20
41	52	-19
58	74	-23
67	85	-21
67	83	-21
56	67	-19
39	45	-21
14	14	-24
-12	-19	-19
-38	-52	-16
-58	-78	-18
-71	-93	-25
-76	-96	-22
-66	-86	-23
-50	-62	-25
-26	-31	-23
1	1	-24
27	33	-21
49	60	-21
63	78	-21
69	85	-21
65	81	-21
52	65	-19
32	40	-20
8	7	-21
-18	-27	-19
-42	-57	-21
-61	-82	-25
-71	-94	-26
-72	-92	-24
-62	-79	-21
-44	-53	-22
-20	-24	-24
8	10	-25
33	41	-26
54	66	-28
67	83	-22
69	86	-18
63	77	-17
46	55	-20
24	25	-22
-3	-9	-20
-29	-42	-22
-52	-70	-22
-68	-90	-25
-76	-98	-25
-71	-91	-25
-58	-72	-25
-38	-46	-26
-12	-14	-25
16	21	-21
42	51	-22
60	76	-24
69	89	-21
71	88	-19
60	75	-19
41	51	-19
18	20	-21
-8	-15	-24
-35	-47	-24
-56	-71	-20
-69	-88	-24
-75	-92	-25
-66	-83	-21
-51	-61	-26
-28	-33	-27
-1	-2	-27
25	31	-23
48	58	-18
63	79	-19
69	87	-16
65	84	-25
53	67	-34
32	40	-29
5	8	-25
-22	-29	-20
-48	-61	-16
-66	-87	-17
-78	-98	-24
-77	-96	-21
-65	-80	-16
-45	-52	-23
-20	-19	-26
8	13	-24
34	43	-23
53	67	-21
66	81	-23
68	84	-20
60	77	-17
44	56	-20
23	28	-19
-2	-4	-18
-28	-38	-21
-50	-66	-22
-66	-88	-23
-75	-95	-24
-71	-90	-25
-58	-71	-26
-36	-44	-27
-10	-13	-23
18	20	-22
42	48	-19
59	71	-23
67	83	-18
66	84	-16
56	71	-21
38	48	-17
15	18	-21
-10	-17	-23
-36	-49	-23
-58	-77	-25
-71	-93	-24
-76	-96	-21
-69	-86	-19
-52	-62	-23
-28	-33	-18
-1	0	-23
24	32	-31
46	60	-30
60	78	-25
66	84	-20
61	80	-23
48	62	-23
28	36	-19
4	4	-15
-21	-29	-19
-43	-58	-26
-60	-82	-30
-71	-93	-27
-72	-93	-24
-63	-78	-30
-45	-54	-30
-21	-24	-26
8	11	-28
34	42	-20
55	68	-20
67	85	-23
69	91	-20
61	81	-21
46	61	-16
23	32	-14
-1	-1	-19
-28	-34	-19
-49	-65	-19
-65	-85	-25
-72	-93	-27
-70	-89	-26
-58	-70	-26
-36	-45	-23
-11	-12	-21
16	20	-21
41	51	-26
60	74	-26
68	86	-19
68	85	-19
58	71	-20
39	47	-22
14	15	-23
-12	-20	-22
-36	-51	-23
-57	-78	-26
-70	-91	-25
-75	-93	-24
-67	-82	-22
-51	-60	-21
-28	-31	-24
-1	0	-24
25	32	-20
47	61	-22
62	79	-19
68	88	-21
63	83	-21
49	65	-16
30	38	-13
5	5	-19
-20	-30	-21
-44	-60	-23
-62	-82	-28
-72	-93	-26
-72	-91	-30
-63	-78	-28
-44	-53	-24
-20	-23	-18
8	11	-18
33	43	-30
54	67	-26
66	85	-32
69	89	-26
61	79	-20
44	57	-22
21	26	-14
-5	-8	-18
-31	-42	-22
-52	-69	-17
-66	-86	-20
-71	-92	-30
-67	-85	-30
-55	-68	-26
-36	-42	-27
-12	-12	-27
15	21	-28
38	50	-28
58	72	-25
68	85	-16
