File Name: not saved
Channel 2: 'EMG 2', 13470 values, raw ADC, no filters, extrapolated from 1000 to 5000 samples per second.
Channel 3: 'EMG 3', 13470 values, raw ADC, no filters, extrapolated from 1000 to 5000 samples per second.
Channel 4: 'EMG 4', 67350 values, raw ADC, no filters.
Digitals combined (event=16, d=8, c=4, b=2, a=1): 13470 values, , extrapolated from 1000 to 5000 samples per second.

-737	42	224	31
-726	42	277	31
-715	43	304	31
-700	43	326	31
-685	44	333	31
-670	44	324	31
-655	45	297	31
-640	45	267	31
-622	45	222	31
-605	45	160	31
-587	46	88	31
-570	46	-3	31
-552	46	-64	31
-535	46	-149	31
-518	47	-228	31
-500	47	-299	31
-483	48	-388	31
-466	48	-439	31
-451	48	-492	31
-436	48	-539	31
-422	49	-575	31
-407	49	-599	31
-392	49	-604	31
-381	50	-600	31
-370	51	-580	31
-358	52	-548	31
-347	53	-489	31
-336	54	-434	31
-331	55	-363	31
-326	55	-276	31
-320	56	-175	31
-315	56	-51	31
-310	57	32	31
-311	58	149	31
-312	58	259	31
-314	59	359	31
-315	59	483	31
-318	60	557	31
-325	60	638	31
-333	61	708	31
-340	61	761	31
-348	62	816	31
-357	62	840	31
-369	62	857	31
-383	62	857	31
-396	62	838	31
-410	62	796	31
-424	61	751	31
-441	61	690	31
-458	61	615	31
-476	61	522	31
-493	60	402	31
-512	59	316	31
-529	59	195	31
-548	59	72	31
-566	58	-39	31
-585	58	-184	31
-604	56	-276	31
-620	56	-375	31
-637	56	-473	31
-654	56	-564	31
-671	55	-653	31
-689	54	-704	31
-701	54	-761	31
-714	53	-799	31
-727	52	-815	31
-740	51	-830	31
-754	49	-815	31
-759	49	-796	31
-766	49	-760	31
-772	48	-702	31
-779	48	-621	31
-786	46	-558	31
-786	46	-464	31
-786	46	-363	31
-786	46	-269	31
-786	45	-142	31
-787	44	-59	31
-780	44	34	31
-773	44	125	31
-765	44	213	31
-758	44	302	31
-751	43	352	31
-739	43	413	31
-727	43	455	31
-714	43	483	31
-702	43	496	31
-690	43	496	31
-674	43	486	31
-658	43	456	31
-642	43	413	31
-626	43	344	31
-610	42	291	31
-592	43	209	31
-574	43	121	31
-556	44	37	31
-538	44	-72	31
-520	45	-140	31
-503	45	-221	31
-486	45	-296	31
-469	46	-370	31
-452	46	-441	31
-435	46	-480	31
-421	47	-520	31
-407	48	-546	31
-393	48	-556	31
-379	49	-548	31
-365	50	-536	31
-356	51	-502	31
-348	52	-457	31
-339	53	-396	31
-331	54	-308	31
-322	55	-238	31
-319	55	-136	31
-316	55	-27	31
-314	56	82	31
-311	56	220	31
-308	56	313	31
-311	56	421	31
-315	57	521	31
-318	57	624	31
-322	58	721	31
-327	58	784	31
-337	58	852	31
-348	58	902	31
-358	59	940	31
-369	59	964	31
-381	59	969	31
-395	59	954	31
-410	59	932	31
-425	60	887	31
-440	60	816	31
-456	60	758	31
-473	60	674	31
-491	60	573	31
-509	60	470	31
-527	60	333	31
-546	60	239	31
-563	60	122	31
-581	60	15	31
-598	59	-102	31
-616	59	-223	31
-635	57	-303	31
-650	57	-395	31
-665	57	-477	31
-681	57	-542	31
-696	56	-609	31
-713	55	-640	31
-723	55	-666	31
-734	54	-674	31
-746	52	-669	31
-757	51	-646	31
-769	49	-618	31
-773	49	-567	31
-778	48	-502	31
-782	48	-429	31
-787	47	-328	31
-793	45	-254	31
-790	45	-161	31
-788	45	-71	31
-785	44	25	31
-783	44	126	31
-780	42	195	31
-771	42	272	31
-763	42	340	31
-754	43	394	31
-746	43	446	31
-737	43	471	31
-723	43	490	31
-709	43	491	31
-694	43	483	31
-680	43	451	31
-666	42	418	31
-649	42	366	31
-632	43	299	31
-614	43	225	31
-597	44	118	31
-580	44	45	31
-562	44	-49	31
-545	45	-137	31
-527	45	-231	31
-510	46	-330	31
-492	46	-396	31
-476	46	-464	31
-460	47	-528	31
-444	47	-574	31
-428	48	-612	31
-412	48	-633	31
-400	49	-642	31
-388	49	-633	31
-375	50	-609	31
-363	50	-560	31
-351	51	-515	31
-344	52	-449	31
-337	53	-365	31
-331	53	-274	31
-324	54	-145	31
-317	55	-55	31
-317	56	66	31
-316	57	183	31
-316	58	308	31
-315	59	447	31
-315	60	545	31
-319	61	647	31
-325	61	746	31
-330	62	828	31
-336	62	915	31
-342	63	954	31
-352	63	1007	31
-364	63	1034	31
-375	64	1044	31
-387	64	1035	31
-399	64	1015	31
-414	64	981	31
-430	64	924	31
-447	64	854	31
-463	64	751	31
-480	63	675	31
-497	63	567	31
-515	62	454	31
-534	62	333	31
-552	61	189	31
-571	59	84	31
-588	59	-31	31
-606	59	-152	31
-625	58	-264	31
-643	58	-385	31
-662	56	-458	31
-676	56	-545	31
-691	55	-612	31
-705	53	-668	31
-720	52	-716	31
-736	50	-743	31
-745	50	-748	31
-754	50	-746	31
-764	49	-732	31
-773	49	-685	31
-784	47	-647	31
-785	47	-583	31
-788	47	-510	31
-790	47	-429	31
-793	46	-326	31
-796	45	-247	31
-791	45	-157	31
-786	45	-61	31
-782	44	27	31
-777	44	122	31
-772	42	182	31
-761	42	249	31
-749	42	302	31
-738	43	344	31
-726	43	380	31
-715	43	395	31
-700	43	397	31
-684	43	387	31
-669	43	360	31
-653	43	313	31
-638	42	270	31
-620	42	202	31
-603	43	128	31
-585	43	45	31
-568	44	-61	31
-550	44	-140	31
-533	44	-223	31
-516	45	-319	31
-498	45	-402	31
-481	46	-489	31
-464	46	-540	31
-449	47	-596	31
-434	48	-640	31
-419	48	-669	31
-404	49	-685	31
-389	50	-695	31
-379	51	-681	31
-368	52	-658	31
-358	52	-612	31
-347	53	-543	31
-337	54	-483	31
-332	55	-399	31
-327	56	-302	31
-321	56	-200	31
-316	57	-61	31
-311	58	41	31
-312	58	156	31
-313	59	283	31
-315	59	406	31
-316	60	536	31
-319	60	618	31
-325	60	715	31
-333	60	792	31
-340	60	857	31
-348	60	921	31
-356	59	954	31
-369	59	972	31
-383	59	980	31
-397	59	969	31
-411	59	932	31
-426	58	889	31
-442	58	835	31
-459	58	759	31
-477	57	675	31
-494	57	551	31
-512	55	456	31
-530	55	343	31
-549	55	214	31
-567	55	81	31
-586	55	-67	31
-606	54	-164	31
-622	54	-286	31
-639	54	-399	31
-655	54	-498	31
-672	53	-618	31
-690	52	-685	31
-702	52	-750	31
-715	52	-815	31
-728	52	-864	31
-741	51	-900	31
-755	50	-909	31
-761	50	-909	31
-768	49	-892	31
-775	49	-860	31
-782	48	-798	31
-790	46	-745	31
-790	46	-674	31
-789	45	-588	31
-789	44	-492	31
-788	43	-379	31
-788	41	-303	31
-781	41	-204	31
-775	41	-112	31
-768	41	-27	31
-762	41	74	31
-755	40	137	31
-742	40	200	31
-729	40	255	31
-716	40	299	31
-703	40	333	31
-690	39	344	31
-674	39	347	31
-658	40	333	31
-641	40	308	31
-625	41	255	31
-609	41	210	31
-591	42	149	31
-573	43	75	31
-556	44	-5	31
-538	45	-98	31
-520	46	-159	31
-503	46	-242	31
-486	47	-316	31
-468	47	-377	31
-451	48	-453	31
-434	48	-494	31
-420	48	-532	31
-407	49	-560	31
-393	49	-576	31
-380	50	-580	31
-366	50	-570	31
-357	50	-545	31
-348	51	-505	31
-339	51	-453	31
-330	52	-365	31
-321	52	-300	31
-318	52	-212	31
-315	53	-113	31
-312	53	-3	31
-309	54	125	31
-306	54	210	31
-309	54	323	31
-313	54	426	31
-317	55	518	31
-321	55	622	31
-326	55	683	31
-335	56	745	31
-345	56	796	31
-354	57	836	31
-364	57	861	31
-375	58	866	31
-389	58	857	31
-404	59	828	31
-420	59	792	31
-435	60	721	31
-451	60	663	31
-468	60	582	31
-485	60	491	31
-503	61	380	31
-520	61	250	31
-539	61	161	31
-557	61	36	31
-575	61	-83	31
-594	61	-189	31
-612	61	-321	31
-632	60	-400	31
-647	60	-488	31
-663	59	-564	31
-678	58	-639	31
-694	57	-702	31
-711	55	-732	31
-722	55	-761	31
-733	54	-771	31
-745	52	-770	31
-756	51	-745	31
-769	49	-716	31
-773	49	-666	31
-778	49	-604	31
-782	48	-525	31
-787	48	-423	31
-793	46	-350	31
-791	46	-244	31
-789	46	-141	31
-788	45	-44	31
-786	45	74	31
-784	43	148	31
-775	43	231	31
-766	43	305	31
-757	43	376	31
-748	43	441	31
-739	43	475	31
-725	43	507	31
-711	44	523	31
-698	44	523	31
-684	45	507	31
-670	45	486	31
-653	45	442	31
-636	46	389	31
-619	46	319	31
-602	47	226	31
-585	47	157	31
-567	47	62	31
-549	48	-33	31
-531	48	-121	31
-513	49	-225	31
-495	49	-292	31
-479	50	-363	31
-463	51	-428	31
-446	52	-489	31
-430	53	-538	31
-414	54	-560	31
-401	54	-580	31
-388	54	-586	31
-376	55	-573	31
-363	55	-540	31
-350	55	-502	31
-343	56	-447	31
-337	56	-381	31
-330	57	-294	31
-324	57	-184	31
-317	58	-97	31
-317	58	16	31
-316	59	136	31
-316	59	249	31
-315	60	387	31
-315	60	477	31
-319	60	577	31
-324	60	666	31
-330	61	751	31
-335	61	835	31
-341	61	885	31
-352	61	931	31
-364	62	956	31
-375	62	978	31
-387	63	972	31
-400	63	954	31
-415	63	924	31
-431	63	874	31
-448	63	809	31
-464	62	715	31
-481	61	638	31
-498	61	538	31
-517	61	424	31
-535	61	310	31
-554	61	168	31
-573	61	75	31
-589	61	-39	31
-607	60	-141	31
-624	60	-248	31
-642	59	-355	31
-660	57	-429	31
-674	57	-502	31
-689	56	-568	31
-704	54	-618	31
-719	53	-660	31
-735	51	-674	31
-744	51	-677	31
-753	51	-665	31
-763	50	-638	31
-772	50	-589	31
-783	48	-543	31
-785	48	-474	31
-787	47	-395	31
-790	45	-310	31
-792	44	-198	31
-796	42	-123	31
-791	42	-30	31
-787	42	55	31
-782	42	144	31
-778	41	234	31
-773	40	293	31
-762	40	353	31
-752	40	405	31
-741	40	442	31
-731	40	471	31
-720	40	479	31
-704	40	477	31
-689	41	456	31
-673	41	426	31
-658	42	371	31
-642	42	322	31
-624	42	253	31
-606	43	168	31
-589	43	79	31
-571	44	-35	31
-553	44	-109	31
-535	45	-204	31
-518	45	-286	31
-500	46	-370	31
-483	46	-455	31
-465	47	-509	31
-450	48	-560	31
-435	49	-606	31
-420	49	-635	31
-405	50	-652	31
-390	51	-649	31
-379	51	-633	31
-368	52	-602	31
-356	52	-554	31
-345	53	-481	31
-334	53	-416	31
-329	54	-334	31
-324	54	-225	31
-320	55	-117	31
-315	55	24	31
-310	56	121	31
-310	56	249	31
-312	56	366	31
-313	57	486	31
-315	57	616	31
-317	57	699	31
-324	57	789	31
-331	58	876	31
-339	58	940	31
-346	59	998	31
-355	59	1029	31
-367	59	1047	31
-380	59	1051	31
-394	60	1041	31
-407	60	1006	31
-421	60	967	31
-437	60	909	31
-454	60	824	31
-471	60	737	31
-488	60	615	31
-506	60	523	31
-524	60	402	31
-542	60	280	31
-561	60	159	31
-579	59	12	31
-599	58	-90	31
-615	58	-198	31
-632	57	-313	31
-650	57	-416	31
-667	56	-522	31
-685	54	-585	31
-697	54	-653	31
-711	53	-706	31
-724	53	-745	31
-738	52	-771	31
-752	50	-779	31
-758	50	-771	31
-765	49	-746	31
-773	47	-706	31
-780	46	-642	31
-788	44	-588	31
-788	44	-507	31
-789	44	-425	31
-789	43	-337	31
-790	43	-227	31
-792	41	-147	31
-785	41	-62	31
-778	41	28	31
-772	42	109	31
-765	42	193	31
-758	42	243	31
-746	42	297	31
-734	42	336	31
-721	43	362	31
-709	43	378	31
-697	43	376	31
-681	44	362	31
-664	45	334	31
-648	45	290	31
-631	46	220	31
-615	47	167	31
-597	48	87	31
-579	48	2	31
-562	49	-85	31
-544	49	-196	31
-526	50	-271	31
-509	50	-351	31
-493	51	-434	31
-476	51	-508	31
-460	52	-580	31
-443	52	-621	31
-429	52	-662	31
-414	52	-685	31
-400	52	-702	31
-385	52	-702	31
-371	52	-685	31
-362	52	-658	31
-353	52	-610	31
-344	52	-548	31
-335	52	-458	31
-326	52	-391	31
-323	52	-286	31
-319	53	-181	31
-316	53	-70	31
-312	54	75	31
-309	54	174	31
-311	54	288	31
-314	54	405	31
-317	54	515	31
-320	54	626	31
-324	54	695	31
-332	55	770	31
-342	55	824	31
-351	56	874	31
-361	56	909	31
-371	57	921	31
-385	57	915	31
-400	57	889	31
-416	57	861	31
-431	57	796	31
-447	57	745	31
-464	57	662	31
-482	58	567	31
-501	58	467	31
-519	59	324	31
-538	59	222	31
-556	59	102	31
-574	59	-24	31
-593	59	-152	31
-611	58	-290	31
-631	57	-375	31
-646	57	-489	31
-662	56	-586	31
-679	55	-669	31
-695	54	-761	31
-712	52	-811	31
-722	52	-860	31
-734	51	-892	31
-745	49	-910	31
-757	48	-917	31
-769	46	-901	31
-773	46	-871	31
-778	44	-825	31
-782	43	-765	31
-787	41	-674	31
-793	39	-605	31
-790	39	-518	31
-788	39	-418	31
-785	39	-318	31
-783	38	-201	31
-780	37	-127	31
-772	37	-29	31
-763	37	57	31
-755	37	133	31
-746	36	220	31
-738	35	270	31
-724	36	316	31
-710	37	352	31
-696	37	376	31
-682	38	385	31
-668	39	376	31
-651	39	356	31
-634	40	321	31
-618	40	275	31
-601	41	198	31
-584	41	142	31
-566	42	67	31
-549	43	-10	31
-531	43	-94	31
-514	44	-187	31
-496	45	-246	31
-480	46	-321	31
-464	47	-386	31
-447	48	-438	31
-431	49	-494	31
-415	50	-523	31
-402	50	-546	31
-390	51	-556	31
-377	51	-553	31
-365	52	-528	31
-352	52	-502	31
-345	53	-453	31
-337	54	-392	31
-330	55	-320	31
-322	56	-214	31
-315	57	-133	31
-314	57	-33	31
-312	57	72	31
-311	58	188	31
-309	58	314	31
-308	58	395	31
-313	59	496	31
-318	60	593	31
-324	60	671	31
-329	61	753	31
-336	62	804	31
-347	62	847	31
-358	62	876	31
-370	63	889	31
-381	63	889	31
-394	63	876	31
-409	63	843	31
-425	63	793	31
-442	63	730	31
-458	63	638	31
-475	63	561	31
-492	63	469	31
-510	63	362	31
-529	63	245	31
-547	62	109	31
-566	61	18	31
-583	61	-99	31
-601	61	-211	31
-620	60	-309	31
-638	60	-418	31
-657	58	-489	31
-671	58	-560	31
-686	57	-621	31
-700	57	-669	31
-715	56	-708	31
-731	54	-723	31
-739	53	-724	31
-749	51	-713	31
-758	50	-685	31
-768	48	-632	31
-778	45	-585	31
-780	45	-515	31
-783	45	-435	31
-787	45	-341	31
-790	44	-228	31
-794	43	-150	31
-790	43	-48	31
-786	43	51	31
-783	42	139	31
-779	42	243	31
-775	40	304	31
-765	40	372	31
-754	41	426	31
-744	41	477	31
-733	42	512	31
-723	42	523	31
-708	43	530	31
-693	44	519	31
-677	44	496	31
-662	45	447	31
-647	46	402	31
-630	46	337	31
-613	46	263	31
-595	46	172	31
-578	46	65	31
-561	46	-11	31
-543	47	-106	31
-525	47	-200	31
-508	48	-280	31
-490	48	-377	31
-472	49	-430	31
-456	49	-493	31
-440	50	-540	31
-425	50	-576	31
-409	51	-604	31
-393	51	-610	31
-381	52	-604	31
-370	53	-582	31
-358	53	-547	31
-347	54	-481	31
-335	55	-428	31
-330	55	-347	31
-324	55	-262	31
-319	55	-156	31
-313	55	-27	31
-308	55	68	31
-309	56	188	31
-311	56	310	31
-312	57	422	31
-314	57	553	31
-317	58	632	31
-323	59	719	31
-330	59	796	31
-338	60	866	31
-345	60	924	31
-353	61	954	31
-366	61	981	31
-379	61	989	31
-393	61	980	31
-406	61	946	31
-421	60	909	31
-437	60	853	31
-454	60	783	31
-471	60	695	31
-488	60	582	31
-506	59	491	31
-524	59	380	31
-543	58	260	31
-561	57	143	31
-580	56	5	31
-600	54	-84	31
-616	54	-192	31
-633	53	-285	31
-650	53	-379	31
-667	52	-473	31
-685	50	-529	31
-697	50	-585	31
-711	49	-631	31
-724	49	-658	31
-738	48	-674	31
-752	46	-668	31
-759	46	-649	31
-766	46	-612	31
-774	45	-567	31
-781	45	-494	31
-790	43	-430	31
-790	43	-352	31
-790	43	-260	31
-791	43	-169	31
-791	43	-57	31
-793	43	15	31
-787	43	103	31
-780	43	181	31
-774	43	255	31
-767	43	330	31
-761	43	376	31
-749	43	418	31
-737	43	448	31
-725	43	467	31
-713	43	467	31
-701	43	455	31
-685	43	429	31
-669	43	391	31
-653	43	338	31
-637	43	260	31
-621	43	195	31
-603	43	110	31
-585	43	12	31
-566	43	-82	31
-548	43	-194	31
-530	43	-266	31
-513	43	-353	31
-496	43	-429	31
-478	44	-494	31
-461	44	-564	31
-444	44	-604	31
-430	45	-637	31
-416	45	-661	31
-401	46	-668	31
-387	46	-658	31
-373	47	-633	31
-364	48	-593	31
-354	49	-538	31
-345	50	-467	31
-335	51	-370	31
-326	52	-290	31
-323	53	-189	31
-320	54	-66	31
-316	54	56	31
-313	55	204	31
-310	56	303	31
-312	57	427	31
-315	58	545	31
-318	58	650	31
-321	59	761	31
-325	60	839	31
-334	60	909	31
-343	61	972	31
-353	61	1017	31
-362	62	1051	31
-373	62	1061	31
-386	62	1060	31
-401	62	1037	31
-415	62	998	31
-430	62	939	31
-445	62	878	31
-462	62	801	31
-480	62	695	31
-497	62	590	31
-515	62	451	31
-534	62	354	31
-552	62	222	31
-570	62	100	31
-589	61	-19	31
-607	61	-164	31
-627	59	-260	31
-642	59	-359	31
