File Name: not saved
Channel 2: 'Channel 2', 30690 values, raw ADC, no filters.
Channel 3: 'Channel 3', 30690 values, raw ADC, no filters.
Channel 4: 'Channel 4', 30690 values, raw ADC, no filters.

67	101	-18
57	85	-19
38	56	-19
14	19	-18
-12	-22	-19
-36	-61	-22
-55	-92	-21
-68	-109	-23
-71	-110	-23
-65	-97	-24
-48	-70	-23
-25	-34	-23
2	5	-23
27	43	-20
49	74	-19
63	96	-19
68	104	-19
63	96	-21
49	75	-21
29	41	-20
4	4	-20
-21	-37	-21
-44	-72	-22
-62	-99	-24
-72	-112	-25
-71	-108	-27
-62	-93	-26
-44	-61	-24
-19	-24	-25
9	17	-25
34	54	-24
54	84	-23
65	101	-22
67	104	-23
59	93	-20
44	66	-19
21	31	-20
-4	-9	-19
-29	-51	-20
-51	-84	-21
-66	-107	-23
-75	-113	-24
-69	-105	-25
-55	-82	-23
-33	-47	-25
-8	-9	-26
19	30	-24
42	64	-26
58	90	-22
65	103	-20
63	101	-20
53	85	-20
36	55	-19
13	19	-19
-12	-23	-21
-37	-61	-20
-56	-92	-22
-68	-108	-25
-71	-110	-24
-64	-97	-26
-47	-70	-27
-24	-36	-23
3	4	-26
28	41	-24
47	74	-24
62	96	-23
66	104	-21
62	98	-21
48	77	-18
28	45	-18
4	5	-17
-23	-36	-18
-46	-72	-21
-64	-100	-22
-72	-113	-23
-72	-110	-23
-60	-92	-25
-40	-61	-24
-15	-24	-23
12	17	-22
36	51	-24
54	82	-25
65	98	-22
67	103	-22
60	92	-20
44	68	-20
22	34	-23
-4	-8	-20
-30	-47	-22
-53	-82	-22
-67	-104	-24
-72	-112	-25
-69	-103	-25
-55	-81	-24
-34	-48	-24
-10	-9	-24
16	30	-22
39	64	-23
56	90	-21
64	103	-22
63	102	-23
52	85	-19
34	57	-20
10	20	-18
-16	-20	-19
-40	-60	-21
-59	-91	-23
-70	-109	-24
-72	-113	-25
-65	-100	-25
-49	-72	-26
-26	-37	-26
-1	3	-25
26	41	-25
46	74	-24
61	95	-23
67	103	-23
63	95	-20
51	75	-20
31	41	-20
6	3	-20
-20	-37	-19
-43	-74	-19
-62	-99	-22
