File Name: not saved
Channel 2: 'Channel 2', 30410 values, raw ADC, no filters.
Channel 3: 'Channel 3', 30410 values, raw ADC, no filters.
Channel 4: 'Channel 4', 30410 values, raw ADC, no filters.

-166	-92	-23
-207	-147	-22
-221	-178	-23
-201	-186	-24
-156	-168	-27
-85	-127	-23
-2	-71	-25
81	-5	-30
151	60	-26
197	119	-24
214	161	-23
200	181	-22
161	174	-19
99	142	-19
26	89	-19
-52	21	-19
-125	-50	-21
-182	-116	-18
-217	-163	-20
-222	-187	-25
-191	-185	-27
-133	-157	-27
-55	-107	-24
30	-43	-25
111	23	-24
172	88	-22
207	138	-23
212	170	-21
189	180	-19
140	163	-18
74	123	-16
-2	62	-18
-80	-6	-21
-148	-76	-22
-198	-136	-22
-222	-176	-21
-213	-192	-25
-174	-179	-28
-109	-143	-28
-28	-89	-30
56	-22	-26
131	44	-22
184	106	-21
211	151	-19
207	177	-21
175	174	-21
118	150	-23
46	103	-23
-31	40	-20
-106	-28	-21
-169	-94	-25
-210	-147	-25
-224	-181	-23
-206	-189	-24
-159	-171	-24
-87	-129	-26
-2	-68	-27
84	1	-25
154	68	-25
200	124	-23
214	164	-21
201	179	-21
158	170	-21
98	138	-18
23	85	-18
-52	21	-19
-121	-49	-19
-178	-112	-21
-212	-161	-21
-215	-185	-26
-190	-184	-24
-135	-157	-25
-59	-109	-27
26	-47	-25
107	20	-26
171	83	-24
208	135	-20
214	170	-19
191	180	-15
139	164	-18
71	122	-20
-4	63	-20
-83	-6	-23
-149	-76	-21
-197	-134	-22
-221	-174	-25
-212	-189	-24
-175	-178	-25
-110	-142	-27
-28	-90	-24
57	-23	-23
133	45	-24
189	106	-25
214	154	-24
210	180	-20
175	180	-16
119	155	-18
46	106	-19
-31	42	-16
-106	-29	-19
-169	-95	-22
-210	-149	-23
-224	-180	-25
-204	-186	-24
-157	-168	-25
-84	-126	-27
0	-68	-28
83	-2	-26
151	62	-25
196	120	-24
212	161	-21
199	180	-21
161	171	-21
101	140	-20
28	88	-18
-49	20	-18
-122	-50	-19
-181	-116	-22
-215	-163	-22
-221	-188	-20
-191	-186	-23
-135	-158	-26
-57	-109	-28
29	-44	-28
109	23	-30
172	89	-31
209	140	-27
215	174	-24
191	182	-20
140	164	-18
75	122	-21
-4	61	-18
-81	-7	-20
-149	-78	-24
-198	-137	-24
-223	-176	-24
-214	-192	-24
-176	-179	-27
-111	-143	-24
-29	-90	-25
55	-24	-26
132	43	-23
186	105	-19
212	153	-21
208	179	-19
175	179	-18
122	155	-19
50	106	-20
-27	41	-23
-103	-29	-21
-168	-99	-23
-210	-154	-23
-224	-188	-24
-205	-192	-22
-156	-174	-24
-83	-129	-26
1	-69	-26
86	-2	-28
154	64	-27
200	122	-25
216	164	-25
202	182	-21
161	174	-19
99	142	-20
25	86	-18
-52	19	-19
-124	-51	-18
-181	-114	-20
-214	-160	-19
-217	-183	-20
-191	-181	-21
-136	-155	-22
-60	-107	-23
23	-46	-24
105	22	-23
170	86	-20
208	139	-19
214	173	-23
191	183	-24
140	165	-20
72	122	-17
-5	63	-20
-82	-6	-19
-149	-76	-21
-197	-134	-23
-221	-175	-26
-211	-188	-27
-174	-179	-25
-110	-142	-24
-30	-89	-20
56	-23	-24
132	44	-26
189	106	-28
214	154	-26
210	178	-24
175	179	-21
121	153	-18
48	106	-17
-31	40	-18
-106	-30	-24
-169	-97	-24
-209	-153	-25
-223	-183	-25
-204	-190	-23
-157	-171	-24
-85	-127	-26
1	-66	-26
83	1	-25
152	67	-23
198	125	-23
214	165	-22
201	182	-18
161	171	-19
99	138	-19
25	85	-19
-50	18	-19
-123	-50	-21
-181	-114	-22
-215	-162	-21
-219	-186	-21
-191	-184	-25
-132	-157	-28
-54	-109	-27
30	-45	-27
109	22	-26
170	88	-23
206	138	-23
211	171	-20
189	180	-19
139	164	-19
74	122	-19
-4	62	-21
-80	-6	-21
-149	-76	-23
-198	-134	-23
-223	-176	-23
-214	-191	-24
-175	-179	-25
-110	-144	-25
-28	-90	-25
56	-25	-25
132	42	-23
186	105	-24
212	150	-24
206	175	-21
172	177	-21
117	152	-20
46	102	-19
-31	38	-19
-106	-33	-20
-168	-99	-19
-210	-150	-21
-224	-181	-24
-205	-186	-24
-156	-167	-24
-85	-124	-24
0	-66	-24
84	1	-24
152	68	-24
198	126	-24
214	168	-22
199	183	-20
158	174	-20
97	139	-19
22	86	-18
-53	18	-19
-124	-52	-22
-180	-114	-23
-213	-162	-23
-216	-184	-24
-189	-184	-25
-133	-157	-25
-57	-111	-23
27	-49	-26
107	18	-26
170	84	-24
207	136	-25
215	170	-22
192	180	-20
142	164	-22
74	122	-21
-3	62	-19
-81	-6	-19
-148	-76	-19
-197	-134	-21
-221	-173	-23
-212	-188	-25
-174	-176	-24
-108	-140	-27
-28	-88	-27
57	-21	-26
132	46	-25
188	109	-24
214	155	-23
210	181	-23
175	179	-20
120	153	-17
48	104	-20
-30	38	-21
-104	-31	-19
-167	-99	-20
-208	-151	-21
-222	-181	-21
-203	-188	-23
-156	-168	-26
-83	-127	-24
1	-68	-26
83	-2	-27
154	63	-24
196	121	-24
214	163	-23
200	182	-19
162	174	-17
101	142	-17
28	89	-21
-50	22	-23
-122	-47	-23
-180	-112	-23
-215	-161	-25
-218	-186	-23
-190	-185	-26
-132	-158	-26
-55	-109	-26
29	-45	-26
107	22	-23
171	87	-23
206	138	-20
212	171	-22
191	179	-21
140	162	-17
74	120	-16
-4	60	-19
-83	-9	-18
-152	-78	-20
-200	-136	-20
-223	-176	-19
-214	-189	-24
-174	-178	-22
-109	-141	-25
-28	-87	-27
55	-23	-26
130	45	-24
184	106	-25
212	153	-25
209	179	-24
178	180	-24
120	155	-19
49	106	-20
-29	41	-19
-104	-29	-21
-167	-97	-23
-209	-151	-22
-223	-183	-22
-204	-189	-24
-156	-171	-26
-85	-128	-27
0	-69	-25
84	-2	-26
154	64	-24
199	123	-21
214	165	-20
201	182	-19
159	174	-18
98	139	-17
22	86	-19
-53	18	-20
-124	-52	-19
-180	-117	-20
-213	-164	-22
-216	-188	-21
-189	-187	-24
-134	-159	-24
-58	-110	-24
25	-46	-25
105	23	-25
170	88	-22
206	140	-23
212	171	-23
189	183	-21
139	164	-24
70	122	-23
-4	63	-24
-81	-5	-19
-148	-75	-16
-197	-135	-21
-221	-174	-22
-213	-190	-24
-174	-179	-30
-108	-143	-30
-27	-90	-27
59	-23	-27
135	43	-28
189	106	-27
214	154	-23
209	179	-22
172	178	-21
118	153	-21
46	103	-22
-31	38	-19
-104	-31	-19
-168	-100	-20
-208	-153	-20
-223	-185	-22
-204	-190	-22
-156	-167	-24
-84	-125	-24
2	-64	-25
85	1	-26
155	67	-24
198	123	-22
214	163	-21
201	180	-20
161	171	-19
100	141	-18
27	89	-16
-52	23	-17
-124	-47	-19
-181	-112	-21
-214	-159	-21
-218	-184	-24
-190	-182	-24
-133	-157	-23
-57	-108	-24
28	-46	-24
109	22	-24
171	87	-27
207	138	-26
212	173	-25
188	182	-23
137	164	-22
71	121	-20
-6	59	-21
-84	-11	-22
-151	-81	-21
-199	-138	-24
-224	-178	-24
-214	-190	-25
-174	-179	-28
-110	-142	-28
-27	-88	-26
57	-24	-29
132	44	-27
187	106	-24
212	153	-21
208	179	-21
175	180	-19
119	153	-17
49	106	-18
-28	41	-18
-104	-30	-17
-166	-97	-21
-209	-151	-20
-223	-181	-23
-204	-187	-25
-155	-168	-25
-83	-124	-26
1	-65	-30
85	3	-30
152	68	-24
198	125	-20
215	164	-21
201	181	-21
161	171	-21
100	138	-22
24	85	-20
-51	17	-20
-124	-52	-22
-181	-116	-21
-215	-164	-23
-221	-188	-26
-191	-186	-27
-136	-158	-25
-59	-110	-26
24	-46	-25
104	21	-26
169	86	-24
206	138	-24
212	171	-23
189	181	-23
140	164	-20
72	123	-18
-5	62	-19
-84	-7	-16
-150	-77	-18
-199	-136	-20
-222	-174	-19
-214	-189	-20
-175	-176	-25
-110	-141	-24
-29	-86	-22
57	-21	-26
132	45	-26
187	106	-24
214	151	-23
211	174	-20
175	174	-18
121	150	-17
49	103	-18
-28	39	-20
-103	-30	-16
-166	-97	-19
-208	-151	-24
-223	-182	-23
-204	-187	-22
-156	-168	-27
-85	-125	-29
0	-65	-27
84	2	-26
154	66	-24
198	121	-23
215	160	-19
200	175	-21
162	169	-19
100	138	-18
28	85	-19
-49	22	-19
-121	-48	-21
-180	-112	-21
-214	-160	-25
-217	-186	-25
-190	-183	-25
-133	-157	-27
-56	-107	-30
29	-44	-28
110	24	-27
172	88	-24
209	138	-23
215	170	-24
192	178	-23
141	161	-21
74	119	-19
-4	60	-16
-82	-9	-19
-151	-78	-21
-199	-136	-23
-222	-175	-25
-212	-189	-22
-173	-177	-22
-107	-140	-24
-27	-87	-26
57	-22	-26
132	45	-21
186	105	-22
212	153	-21
208	177	-19
175	178	-22
119	152	-20
48	103	-19
-30	39	-18
-106	-32	-19
-170	-99	-19
-210	-152	-22
-222	-183	-23
-202	-189	-24
-155	-168	-30
-83	-126	-25
2	-67	-22
85	0	-24
152	65	-21
200	124	-23
216	166	-19
203	183	-19
162	174	-24
100	141	-23
26	86	-22
-51	18	-21
-124	-52	-22
-181	-117	-24
-214	-162	-20
-218	-186	-24
-191	-184	-24
-138	-157	-25
-62	-108	-27
22	-45	-25
104	21	-22
169	86	-19
206	138	-23
212	171	-22
189	182	-21
139	165	-20
71	124	-20
-4	63	-20
-81	-6	-19
-148	-78	-21
-197	-136	-22
-221	-176	-24
-214	-191	-24
-175	-179	-24
-109	-142	-29
-28	-88	-28
58	-23	-26
132	45	-22
188	108	-21
212	154	-22
209	180	-19
175	180	-20
120	155	-19
48	106	-19
-28	41	-20
-103	-29	-20
-168	-97	-19
-210	-151	-20
-226	-182	-23
-206	-188	-24
-158	-170	-26
-86	-127	-27
-1	-69	-27
82	-3	-25
151	64	-25
197	121	-25
214	163	-21
201	181	-20
162	174	-19
100	139	-19
27	86	-20
-52	19	-22
-124	-52	-22
-183	-115	-22
-216	-163	-21
-221	-186	-23
-190	-185	-25
-133	-158	-21
-55	-108	-22
30	-45	-26
107	23	-30
170	88	-27
206	139	-23
211	171	-24
189	179	-22
139	162	-21
72	120	-22
-4	61	-19
-82	-8	-21
-151	-77	-21
-199	-134	-22
-223	-174	-26
-214	-188	-28
-174	-177	-27
-108	-140	-23
-27	-88	-27
57	-22	-24
132	44	-25
186	106	-24
214	154	-22
210	179	-22
178	179	-22
122	153	-23
49	104	-21
-28	39	-20
-105	-30	-18
-169	-96	-19
-210	-149	-21
-223	-179	-21
-204	-186	-24
-156	-166	-24
-84	-124	-22
1	-65	-23
85	2	-23
154	68	-24
200	126	-23
214	168	-21
202	183	-18
160	171	-20
99	138	-19
24	83	-19
-51	16	-19
-123	-52	-18
-178	-116	-22
-212	-163	-23
-217	-187	-22
-190	-186	-26
-136	-160	-28
-58	-111	-23
25	-46	-23
107	20	-26
170	88	-24
206	138	-25
212	171	-25
190	180	-22
139	161	-19
71	120	-17
-4	59	-15
-81	-9	-18
-149	-80	-20
-198	-136	-21
-221	-177	-21
-213	-190	-24
-174	-179	-26
-110	-143	-25
-28	-88	-27
56	-23	-24
131	45	-24
186	108	-23
212	156	-22
208	181	-22
172	181	-20
118	155	-19
46	105	-18
-31	40	-17
-104	-33	-19
-168	-100	-19
-209	-153	-22
-224	-185	-26
-205	-189	-24
-156	-169	-25
-85	-124	-25
0	-65	-26
83	2	-25
152	67	-22
198	123	-22
214	165	-19
200	181	-21
162	171	-19
101	138	-18
29	85	-20
-48	17	-20
-121	-52	-19
-180	-117	-21
-214	-163	-23
-218	-186	-25
-190	-185	-27
-132	-157	-25
-54	-107	-24
31	-42	-27
111	28	-26
172	91	-22
206	143	-21
212	174	-20
188	183	-20
138	166	-20
72	123	-19
-4	63	-19
-80	-8	-18
-148	-79	-20
-198	-139	-25
-222	-179	-28
-214	-192	-27
-175	-181	-26
-108	-142	-24
-26	-87	-27
59	-21	-27
133	46	-27
187	108	-25
212	154	-21
207	178	-21
172	178	-21
118	151	-23
46	103	-21
-30	36	-19
-105	-33	-17
-168	-100	-18
-209	-152	-20
-223	-182	-22
-204	-189	-27
-154	-169	-27
-83	-126	-25
1	-66	-30
83	0	-28
151	67	-24
198	125	-23
212	165	-19
198	183	-20
156	171	-20
96	137	-18
22	83	-19
-55	17	-18
-126	-52	-20
-181	-113	-21
-213	-159	-19
-217	-182	-20
-190	-181	-21
-135	-156	-26
-59	-108	-30
25	-47	-24
107	20	-24
170	86	-25
206	138	-21
213	171	-21
190	181	-20
140	164	-21
72	121	-20
-4	62	-19
