File Name: not saved
Channel 2: 'Channel 2', 30730 values, raw ADC, no filters.
Channel 3: 'Channel 3', 30730 values, raw ADC, no filters.
Channel 4: 'Channel 4', 30730 values, raw ADC, no filters.

-56	-43	-27
-95	-66	-23
-117	-82	-20
-125	-87	-26
-115	-77	-19
-89	-58	-13
-48	-32	-28
-3	-1	-30
42	28	-23
84	53	-23
110	70	-23
120	77	-21
114	71	-17
91	56	-18
57	34	-22
15	5	-20
-29	-24	-21
-71	-52	-21
-104	-74	-19
-125	-87	-26
-127	-86	-25
-111	-74	-25
-81	-52	-26
-36	-23	-24
12	9	-25
57	39	-24
93	62	-23
114	77	-18
120	80	-20
107	70	-22
85	53	-19
46	28	-20
4	-2	-20
-43	-32	-20
-84	-59	-20
-112	-79	-20
-127	-87	-24
-122	-83	-26
-100	-66	-24
-63	-42	-26
-20	-12	-22
27	17	-22
69	43	-23
100	64	-25
116	77	-23
115	77	-21
99	65	-20
68	44	-19
29	16	-21
-15	-15	-21
-57	-46	-23
-95	-67	-25
-119	-82	-24
-126	-84	-21
-117	-76	-21
-91	-57	-21
-50	-31	-25
-4	-2	-28
43	26	-20
84	52	-21
111	70	-21
123	79	-20
116	76	-24
93	61	-25
58	36	-21
17	7	-16
-28	-24	-24
-68	-52	-22
-101	-72	-19
-119	-84	-24
-122	-82	-26
-107	-71	-25
-77	-51	-24
-37	-24	-29
10	6	-30
54	34	-24
92	57	-25
113	72	-25
118	77	-23
107	69	-21
81	51	-21
42	26	-15
0	-4	-19
-43	-35	-21
-84	-60	-22
-111	-78	-25
-125	-85	-25
-122	-80	-24
-101	-65	-22
-65	-41	-24
-21	-13	-24
24	17	-23
68	45	-23
101	64	-22
116	77	-21
117	76	-21
101	64	-19
71	43	-21
29	16	-18
-15	-14	-17
-58	-42	-19
-95	-64	-22
-117	-81	-21
-125	-82	-19
-113	-75	-22
-88	-56	-22
-49	-31	-27
-4	-2	-28
41	27	-28
81	51	-24
109	68	-24
121	77	-25
113	72	-22
91	59	-22
55	35	-18
13	6	-21
-31	-26	-23
-72	-53	-21
-104	-75	-22
-124	-87	-22
-126	-85	-22
-109	-74	-25
-79	-50	-25
-34	-23	-24
13	8	-24
58	37	-25
93	59	-22
113	76	-20
118	79	-21
106	71	-22
82	53	-25
44	27	-23
2	-2	-19
-44	-34	-20
-86	-61	-20
-115	-81	-23
-129	-87	-26
-124	-81	-25
-102	-64	-24
-65	-38	-23
-20	-10	-23
27	20	-28
68	45	-26
99	65	-23
115	76	-24
115	75	-20
99	64	-19
69	43	-20
31	17	-23
-15	-14	-20
-58	-44	-19
-95	-66	-21
-118	-82	-23
-126	-86	-24
-114	-77	-26
-86	-57	-23
-46	-32	-25
-1	-2	-26
46	27	-23
85	51	-24
111	69	-22
123	77	-19
118	74	-19
97	60	-22
62	36	-22
20	8	-23
-26	-23	-22
-68	-51	-18
-103	-72	-18
-121	-84	-21
-124	-83	-21
-107	-70	-22
-76	-48	-24
-33	-21	-21
13	11	-23
54	39	-24
91	61	-23
111	76	-25
117	78	-21
106	70	-20
81	51	-20
42	25	-20
-2	-5	-22
-46	-35	-21
-86	-59	-24
-113	-79	-25
-125	-84	-25
-121	-80	-26
-99	-64	-24
-63	-41	-22
-20	-13	-31
27	16	-35
68	42	-23
100	64	-22
116	74	-23
115	74	-19
98	63	-18
68	41	-19
28	15	-23
-13	-16	-21
-56	-42	-19
-93	-65	-23
-116	-80	-23
-126	-83	-23
-116	-76	-20
-91	-57	-18
-49	-33	-24
-1	-2	-24
44	27	-21
86	52	-20
111	71	-21
122	79	-23
115	75	-21
94	60	-16
59	36	-15
17	7	-18
